200	40	100	60	100	80	100
75	40	90	60	100	80	100
63	40	90	60	100	80	100
50	40	85	60	98	80	100
37.5	40	82	60	90	80	100
31.5	40	80	60	89	80	97
25	40	77	60	81	80	97
19	40	72	60	73	80	94
12.5	40	66	60	65	80	89
9.5	40	62	60	60	80	86
4.75	40	48	60	49	80	77
2.36	40	33	60	39	80	69
2	40	30	60	37	80	66
1.18	40	20	60	31	80	59
0.6	40	10	60	23	80	47
0.425	40	7	60	18	80	39
0.3	40	4	60	15	80	32
0.15	40	2	60	10	80	21
0.075	40	1.2	60	7.6	80	14.7
